Sample_ID,Food_Name,Category,Food_Type,Storage_Type,Quantity_kg,City,Donation_DateTime,Hour_of_Day,Day_of_Week,Shelf_Life_Hours,Hours_Since_Prepared,Remaining_Hours,Spoilage_Risk,Is_Spoiled,Prediction_Confidence
3948,Apples,fruits-vegetables,veg,frozen,9.1,Chennai,2026-07-06 10:53,10,Monday,878.2,166.2,712.0,Low,0,Medium
3949,Energy Drinks,beverages,veg,room-temperature,10.1,Kochi,2026-10-24 13:59,13,Saturday,158.9,3.7,155.2,Low,0,Medium
3950,Grapes,fruits-vegetables,veg,room-temperature,23.1,Hyderabad,2026-12-01 13:50,13,Tuesday,68.9,82.3,0.0,High,1,Medium
3951,Masala Chai Flask,beverages,non-veg,room-temperature,13.9,Ahmedabad,2026-05-23 19:30,19,Saturday,108.6,149.3,0.0,High,1,Medium
3952,Curd / Yogurt,dairy,veg,frozen,7.6,Noida,2026-01-29 09:23,9,Thursday,75.9,2.1,73.8,Low,0,High
3953,Cottage Cheese,dairy,veg,refrigerated,10.0,Jaipur,2026-11-14 17:56,17,Saturday,22.6,10.9,11.7,Medium,0,High
3954,Sandwich Bread,bakery,non-veg,room-temperature,22.2,Chennai,2026-05-17 21:35,21,Sunday,31.6,16.9,14.7,Medium,0,High
3955,Orange Juice,beverages,non-veg,frozen,9.4,Chennai,2026-05-04 19:44,19,Monday,1350.6,1968.3,0.0,High,0,Medium
3956,Fresh Milk,dairy,veg,refrigerated,10.6,Ahmedabad,2026-03-24 13:46,13,Tuesday,22.2,4.4,17.8,Low,0,High
3957,Iced Tea,beverages,non-veg,refrigerated,12.3,Ahmedabad,2026-12-11 14:35,14,Friday,439.7,39.7,400.0,Low,0,Medium
3958,Dried Fruits Pack,packaged-food,veg,refrigerated,49.2,Indore,2026-07-26 06:26,6,Sunday,2487.6,1580.9,906.7,Medium,0,Medium
3959,Pasta Alfredo,cooked-meals,veg,refrigerated,8.1,Lucknow,2026-03-30 16:49,16,Monday,13.0,18.8,0.0,High,1,High
3960,Buttermilk,dairy,veg,room-temperature,7.7,Kolkata,2026-07-23 19:27,19,Thursday,5.6,1.9,3.7,Low,0,High
3961,Papaya,fruits-vegetables,veg,refrigerated,6.4,Lucknow,2026-05-28 14:04,14,Thursday,255.0,42.7,212.3,Low,0,Medium
3962,Masala Chai Flask,beverages,non-veg,room-temperature,17.4,Kolkata,2026-12-18 13:11,13,Friday,115.6,105.3,10.3,High,0,Medium
3963,Pulao,cooked-meals,veg,frozen,13.0,Bangalore,2026-02-01 13:32,13,Sunday,44.4,13.9,30.5,Low,0,High
3964,Rice & Dal,cooked-meals,veg,frozen,9.1,Gurgaon,2026-10-24 05:13,5,Saturday,48.6,35.0,13.6,High,0,High
3965,Broccoli,fruits-vegetables,veg,refrigerated,23.0,Noida,2026-02-20 14:05,14,Friday,232.3,132.2,100.1,Medium,0,Medium
3966,Condensed Milk,dairy,veg,refrigerated,3.4,New Delhi,2026-06-03 12:16,12,Wednesday,22.0,8.2,13.8,Low,0,High
3967,Protein Bars,packaged-food,non-veg,frozen,16.8,Mumbai,2026-07-02 15:06,15,Thursday,5860.7,5745.2,115.5,High,1,Medium
3968,Buns,bakery,non-veg,frozen,38.3,Lucknow,2026-08-10 17:41,17,Monday,373.5,142.2,231.3,Low,0,High
3969,Buttermilk,dairy,veg,refrigerated,13.3,Indore,2026-12-13 18:18,18,Sunday,21.3,5.1,16.2,Low,0,High
3970,Cucumber,fruits-vegetables,veg,room-temperature,12.8,New Delhi,2026-10-09 16:20,16,Friday,70.8,78.1,0.0,High,0,Medium
3971,Smoothies,beverages,non-veg,refrigerated,16.2,Lucknow,2026-12-17 19:29,19,Thursday,442.8,135.7,307.1,Low,0,Medium
3972,Sandwich Bread,bakery,non-veg,refrigerated,17.3,Lucknow,2026-03-22 12:39,12,Sunday,118.4,25.9,92.5,Low,0,High
3973,Protein Shake,beverages,veg,frozen,10.4,Ahmedabad,2026-07-22 21:45,21,Wednesday,1943.5,2222.3,0.0,High,1,Medium
3974,Bagels,bakery,veg,room-temperature,33.0,Bangalore,2026-09-27 22:28,22,Sunday,49.6,37.7,11.9,High,0,High
3975,Sweet Corn,fruits-vegetables,non-veg,room-temperature,4.7,Kochi,2026-01-10 13:45,13,Saturday,48.6,62.5,0.0,High,1,Medium
3976,Green Beans,fruits-vegetables,veg,frozen,12.0,Chandigarh,2026-06-12 13:04,13,Friday,919.9,709.0,210.9,High,0,Medium
3977,Fresh Milk,dairy,veg,refrigerated,1.1,Lucknow,2026-02-22 14:08,14,Sunday,20.6,24.0,0.0,High,1,High
3978,Sugarcane Juice,beverages,non-veg,room-temperature,19.8,Jaipur,2026-04-03 12:28,12,Friday,118.5,164.1,0.0,High,1,Medium
3979,Cucumber,fruits-vegetables,veg,room-temperature,21.6,Chandigarh,2026-07-09 10:04,10,Thursday,66.8,8.0,58.8,Low,0,Medium
3980,Milkshake Bottles,beverages,non-veg,refrigerated,9.1,Kochi,2026-04-26 21:05,21,Sunday,406.7,133.5,273.2,Low,0,Medium
3981,Paneer Butter Masala,cooked-meals,veg,room-temperature,4.1,Gurgaon,2026-08-19 12:01,12,Wednesday,4.2,3.1,1.1,High,0,High
3982,Muffins,bakery,veg,room-temperature,13.3,Chandigarh,2026-11-01 13:40,13,Sunday,50.3,3.3,47.0,Low,0,High
3983,Chicken Curry,cooked-meals,non-veg,refrigerated,5.6,Indore,2026-10-10 15:10,15,Saturday,9.4,12.2,0.0,High,1,High
3984,Herbal Tea Flask,beverages,veg,room-temperature,9.5,Chennai,2026-04-17 14:21,14,Friday,160.6,203.9,0.0,High,1,Medium
3985,Apples,fruits-vegetables,non-veg,refrigerated,30.4,Noida,2026-05-19 11:34,11,Tuesday,185.4,11.5,173.9,Low,0,Medium
3986,Tomatoes,fruits-vegetables,veg,frozen,30.3,New Delhi,2026-01-17 21:21,21,Saturday,923.5,114.8,808.7,Low,0,Medium
3987,Croissants,bakery,veg,refrigerated,26.4,Bangalore,2026-11-18 12:53,12,Wednesday,157.1,113.6,43.5,High,0,High
3988,Fruit Cake,bakery,non-veg,frozen,20.3,Indore,2026-01-26 19:16,19,Monday,400.0,301.5,98.5,High,0,High
3989,Onions,fruits-vegetables,veg,room-temperature,29.8,Kochi,2026-03-28 10:25,10,Saturday,70.1,27.4,42.7,Low,0,Medium
3990,Dried Fruits Pack,packaged-food,non-veg,refrigerated,39.2,Mumbai,2026-06-22 19:56,19,Monday,1868.6,2070.6,0.0,High,1,Medium
3991,Potatoes,fruits-vegetables,veg,frozen,29.5,Jaipur,2026-02-19 12:23,12,Thursday,806.4,25.5,780.9,Low,0,Medium
3992,Mixed Salad,fruits-vegetables,non-veg,room-temperature,20.8,Pune,2026-07-25 13:35,13,Saturday,48.1,61.3,0.0,High,1,Medium
3993,Chole Bhature,cooked-meals,non-veg,room-temperature,22.8,Indore,2026-05-23 18:39,18,Saturday,2.9,1.1,1.8,Low,0,High
3994,Watermelon Slices,fruits-vegetables,veg,room-temperature,25.4,Mumbai,2026-01-23 08:52,8,Friday,66.8,22.8,44.0,Low,0,Medium
3995,Masala Chai Flask,beverages,veg,refrigerated,11.2,New Delhi,2026-11-13 21:28,21,Friday,587.3,258.4,328.9,Medium,0,Medium
3996,Broccoli,fruits-vegetables,veg,room-temperature,17.2,Ahmedabad,2026-07-15 16:05,16,Wednesday,71.3,69.9,1.4,High,1,Medium
3997,Instant Noodles,packaged-food,non-veg,room-temperature,31.0,Lucknow,2026-03-20 17:14,17,Friday,490.6,550.6,0.0,High,1,Medium
3998,Cabbage,fruits-vegetables,veg,refrigerated,11.1,New Delhi,2026-08-24 19:20,19,Monday,247.7,10.9,236.8,Low,0,Medium
3999,Paneer Butter Masala,cooked-meals,veg,room-temperature,18.3,Indore,2026-10-02 20:00,20,Friday,4.0,2.7,1.3,Medium,0,High
4000,Cream,dairy,veg,refrigerated,7.1,Ahmedabad,2026-09-29 16:58,16,Tuesday,19.9,14.4,5.5,High,0,High
4001,Watermelon Slices,fruits-vegetables,veg,frozen,26.2,Chennai,2026-04-01 14:14,14,Wednesday,874.0,768.5,105.5,High,0,Medium
4002,White Bread,bakery,veg,room-temperature,20.8,Ahmedabad,2026-04-01 18:39,18,Wednesday,50.3,40.3,10.0,High,0,High
4003,Mangoes,fruits-vegetables,veg,frozen,21.4,Kolkata,2026-03-29 17:02,17,Sunday,900.0,800.6,99.4,High,0,Medium
4004,Raita,dairy,veg,refrigerated,8.5,Chandigarh,2026-10-04 06:11,6,Sunday,19.8,23.0,0.0,High,1,High
4005,Onions,fruits-vegetables,veg,refrigerated,6.1,New Delhi,2026-01-08 20:34,20,Thursday,237.9,53.1,184.8,Low,0,Medium
4006,Cold Coffee,beverages,veg,refrigerated,17.7,Chandigarh,2026-03-28 18:47,18,Saturday,566.2,338.2,228.0,Medium,0,Medium
4007,Sambar Rice,cooked-meals,non-veg,frozen,10.1,Pune,2026-11-15 09:07,9,Sunday,32.9,21.6,11.3,Medium,0,High
4008,Khichdi,cooked-meals,veg,frozen,11.3,Indore,2026-06-27 14:25,14,Saturday,47.3,62.0,0.0,High,1,High
4009,Roti & Sabzi,cooked-meals,veg,refrigerated,13.8,New Delhi,2026-04-07 21:51,21,Tuesday,14.4,13.4,1.0,High,0,High
4010,Milkshake,dairy,veg,frozen,13.8,Lucknow,2026-07-18 15:01,15,Saturday,66.9,44.1,22.8,Medium,0,High
4011,Carrots,fruits-vegetables,non-veg,frozen,32.3,Mumbai,2026-11-22 20:57,20,Sunday,559.8,633.7,0.0,High,1,Medium
4012,Fruit Juice Cartons,beverages,non-veg,refrigerated,7.8,Kochi,2026-05-30 14:15,14,Saturday,404.5,431.7,0.0,High,1,Medium
4013,Jam Bottle,packaged-food,veg,room-temperature,7.8,Chandigarh,2026-12-26 19:53,19,Saturday,742.7,796.1,0.0,High,0,Medium
4014,Upma Mix,packaged-food,non-veg,room-temperature,30.4,Lucknow,2026-12-16 11:23,11,Wednesday,479.3,572.9,0.0,High,1,Medium
4015,Green Beans,fruits-vegetables,veg,refrigerated,26.9,New Delhi,2026-05-05 07:30,7,Tuesday,257.7,48.9,208.8,Low,0,Medium
4016,Biscuit Packets,packaged-food,veg,room-temperature,21.6,New Delhi,2026-04-07 00:49,0,Tuesday,692.3,333.0,359.3,Medium,0,Medium
4017,Chicken Curry,cooked-meals,non-veg,refrigerated,8.9,Gurgaon,2026-04-18 20:32,20,Saturday,10.4,0.0,10.4,Low,0,High
4018,Oranges,fruits-vegetables,veg,frozen,8.3,Bangalore,2026-06-16 19:28,19,Tuesday,918.7,474.7,444.0,Medium,0,Medium
4019,Fish Fry,cooked-meals,non-veg,refrigerated,3.7,Hyderabad,2026-07-09 20:07,20,Thursday,9.5,4.7,4.8,Medium,0,High
4020,Paneer Butter Masala,cooked-meals,non-veg,refrigerated,17.5,Mumbai,2026-06-26 02:23,2,Friday,9.4,2.9,6.5,Low,0,High
4021,Coconut Water,beverages,non-veg,room-temperature,11.2,Chennai,2026-07-03 18:52,18,Friday,115.9,17.7,98.2,Low,0,Medium
4022,Fruit Juice Cartons,beverages,non-veg,refrigerated,13.4,Kolkata,2026-01-22 22:47,22,Thursday,394.5,40.1,354.4,Low,0,Medium
4023,Peanut Butter Jar,packaged-food,veg,room-temperature,36.5,Jaipur,2026-03-16 19:24,19,Monday,739.9,634.6,105.3,High,0,Medium
4024,Raita,dairy,veg,refrigerated,9.6,Chandigarh,2026-01-22 14:09,14,Thursday,22.1,12.3,9.8,Medium,0,High
4025,Chips / Crisps,packaged-food,non-veg,room-temperature,13.9,Chennai,2026-01-24 13:09,13,Saturday,518.0,644.5,0.0,High,1,Medium
4026,Dinner Rolls,bakery,veg,refrigerated,26.5,Kochi,2026-03-12 16:34,16,Thursday,176.7,18.4,158.3,Low,0,High
4027,Cauliflower,fruits-vegetables,veg,refrigerated,12.5,Hyderabad,2026-08-07 12:44,12,Friday,247.8,31.2,216.6,Low,0,Medium
4028,Milkshake Bottles,beverages,non-veg,refrigerated,19.1,New Delhi,2026-10-10 18:23,18,Saturday,389.0,440.0,0.0,High,1,Medium
4029,Rajma Chawal,cooked-meals,non-veg,frozen,23.4,Jaipur,2026-02-25 14:39,14,Wednesday,34.9,30.3,4.6,High,0,High
4030,Buns,bakery,veg,room-temperature,14.8,Noida,2026-04-18 11:14,11,Saturday,46.9,36.5,10.4,High,0,High
4031,Muffins,bakery,veg,room-temperature,16.4,Bangalore,2026-11-09 18:42,18,Monday,49.3,36.7,12.6,High,0,High
4032,Rajma Chawal,cooked-meals,non-veg,frozen,23.1,Ahmedabad,2026-07-14 13:19,13,Tuesday,32.4,1.9,30.5,Low,0,High
4033,Naan Bread,bakery,veg,refrigerated,16.0,Hyderabad,2026-09-17 15:27,15,Thursday,156.7,97.2,59.5,Medium,0,High
4034,Dinner Rolls,bakery,veg,frozen,32.1,Kochi,2026-03-17 10:56,10,Tuesday,621.4,40.2,581.2,Low,0,High
4035,Aloo Gobi,cooked-meals,veg,refrigerated,3.2,Jaipur,2026-12-18 13:06,13,Friday,13.2,13.7,0.0,High,1,High
4036,Rice & Dal,cooked-meals,non-veg,refrigerated,12.6,Chandigarh,2026-12-18 10:41,10,Friday,10.6,1.1,9.5,Low,0,High
4037,Rice Packets,packaged-food,veg,room-temperature,44.8,Chandigarh,2026-07-24 19:32,19,Friday,775.0,1055.6,0.0,High,1,Medium
4038,Dinner Rolls,bakery,veg,room-temperature,17.9,Kolkata,2026-10-06 17:24,17,Tuesday,50.3,38.0,12.3,High,0,High
4039,Instant Noodles,packaged-food,non-veg,room-temperature,33.4,Gurgaon,2026-02-21 17:39,17,Saturday,516.9,353.8,163.1,Medium,0,Medium
4040,Fried Rice,cooked-meals,veg,room-temperature,14.2,Lucknow,2026-05-16 14:00,14,Saturday,4.0,3.3,0.7,High,0,High
4041,Herbal Tea Flask,beverages,non-veg,frozen,19.7,Gurgaon,2026-10-10 15:52,15,Saturday,1493.9,2118.7,0.0,High,1,Medium
4042,Jam Bottle,packaged-food,veg,room-temperature,40.8,Ahmedabad,2026-10-04 12:44,12,Sunday,695.7,955.9,0.0,High,1,Medium
4043,Apples,fruits-vegetables,veg,room-temperature,24.4,Noida,2026-09-16 17:27,17,Wednesday,71.6,45.4,26.2,Medium,0,Medium
4044,Curd / Yogurt,dairy,veg,refrigerated,9.1,Chandigarh,2026-11-22 17:14,17,Sunday,21.4,0.8,20.6,Low,0,High
4045,Biscuit Packets,packaged-food,veg,room-temperature,46.5,Indore,2026-11-25 19:45,19,Wednesday,709.8,895.4,0.0,High,1,Medium
4046,Garlic Bread,bakery,veg,room-temperature,16.7,Mumbai,2026-06-13 13:40,13,Saturday,47.4,16.7,30.7,Low,0,High
4047,Croissants,bakery,veg,room-temperature,34.4,Chennai,2026-12-09 12:08,12,Wednesday,46.7,33.7,13.0,High,0,High
4048,Herbal Tea Flask,beverages,veg,room-temperature,17.0,Ahmedabad,2026-09-12 22:10,22,Saturday,169.7,57.5,112.2,Low,0,Medium
4049,Condensed Milk,dairy,veg,refrigerated,1.4,Indore,2026-06-08 19:58,19,Monday,22.2,14.7,7.5,Medium,0,High
4050,Mangoes,fruits-vegetables,veg,refrigerated,17.2,Bangalore,2026-05-31 12:24,12,Sunday,240.0,42.1,197.9,Low,0,Medium
4051,Papaya,fruits-vegetables,veg,refrigerated,23.2,Kochi,2026-06-11 20:42,20,Thursday,269.5,121.6,147.9,Medium,0,Medium
4052,Flour Bag,packaged-food,non-veg,room-temperature,13.0,Bangalore,2026-11-07 07:29,7,Saturday,519.2,105.3,413.9,Low,0,Medium
4053,Green Beans,fruits-vegetables,veg,frozen,3.8,Mumbai,2026-06-10 23:16,23,Wednesday,908.7,310.3,598.4,Low,0,Medium
4054,Sugarcane Juice,beverages,non-veg,frozen,11.7,Bangalore,2026-04-22 23:39,23,Wednesday,1423.9,1716.1,0.0,High,1,Medium
4055,Energy Drinks,beverages,non-veg,room-temperature,4.8,Chandigarh,2026-11-28 20:27,20,Saturday,122.9,92.4,30.5,High,0,Medium
4056,Flour Bag,packaged-food,non-veg,room-temperature,21.2,Jaipur,2026-07-10 13:41,13,Friday,465.0,36.1,428.9,Low,0,Medium
4057,Dinner Rolls,bakery,veg,frozen,10.6,Kolkata,2026-03-16 13:40,13,Monday,605.3,3.7,601.6,Low,0,High
4058,Paneer Butter Masala,cooked-meals,non-veg,refrigerated,21.8,Lucknow,2026-07-19 16:02,16,Sunday,9.1,10.9,0.0,High,1,High
4059,Chips / Crisps,packaged-food,veg,room-temperature,9.8,Lucknow,2026-07-20 12:42,12,Monday,764.9,1001.6,0.0,High,1,Medium
4060,Lassi,dairy,veg,room-temperature,13.4,Chandigarh,2026-05-18 19:08,19,Monday,6.5,7.2,0.0,High,1,High
4061,Cream,dairy,veg,refrigerated,12.5,Jaipur,2026-03-08 12:43,12,Sunday,20.3,17.4,2.9,High,0,High
4062,Carrots,fruits-vegetables,veg,room-temperature,8.1,Kochi,2026-07-30 23:23,23,Thursday,68.7,79.8,0.0,High,1,Medium
4063,Vegetable Biryani,cooked-meals,veg,frozen,17.6,Kochi,2026-07-26 18:04,18,Sunday,50.0,8.8,41.2,Low,0,High
4064,Fruit Cake,bakery,veg,refrigerated,6.2,Bangalore,2026-01-12 12:11,12,Monday,161.4,237.0,0.0,High,1,High
4065,Lassi,dairy,veg,refrigerated,11.7,Pune,2026-07-31 12:58,12,Friday,22.2,22.4,0.0,High,1,High
4066,Egg Curry,cooked-meals,veg,refrigerated,17.5,New Delhi,2026-05-15 08:26,8,Friday,13.1,3.1,10.0,Low,0,High
4067,Soup Packets,packaged-food,veg,refrigerated,45.6,Kolkata,2026-10-09 14:31,14,Friday,2369.2,1276.3,1092.9,Medium,0,Medium
4068,Namkeen Mix,packaged-food,non-veg,frozen,13.4,Kolkata,2026-05-14 18:43,18,Thursday,6511.7,8611.1,0.0,High,1,Medium
4069,Cereal Box,packaged-food,veg,refrigerated,9.5,Indore,2026-05-21 18:01,18,Thursday,2590.1,2559.8,30.3,High,0,Medium
4070,Toast,bakery,veg,refrigerated,15.3,Noida,2026-05-28 10:49,10,Thursday,177.3,259.4,0.0,High,1,High
4071,Milkshake,dairy,veg,refrigerated,13.9,Chennai,2026-09-13 17:46,17,Sunday,20.4,26.9,0.0,High,1,High
4072,Grapes,fruits-vegetables,veg,frozen,27.5,Bangalore,2026-05-21 20:30,20,Thursday,888.4,1048.9,0.0,High,1,Medium
4073,Peanut Butter Jar,packaged-food,non-veg,room-temperature,5.5,Chandigarh,2026-08-19 16:50,16,Wednesday,511.6,667.9,0.0,High,1,Medium
4074,Poha Mix,packaged-food,non-veg,room-temperature,49.3,Lucknow,2026-11-11 14:37,14,Wednesday,512.3,190.3,322.0,Low,0,Medium
4075,Butter,dairy,veg,refrigerated,6.9,Ahmedabad,2026-09-17 12:38,12,Thursday,21.6,31.4,0.0,High,1,High
4076,Brownies,bakery,veg,frozen,17.7,Kolkata,2026-10-16 15:05,15,Friday,582.9,670.6,0.0,High,1,High
4077,Herbal Tea Flask,beverages,veg,refrigerated,14.2,Mumbai,2026-06-29 20:22,20,Monday,581.3,567.3,14.0,High,0,Medium
4078,Brownies,bakery,non-veg,refrigerated,7.0,Gurgaon,2026-08-28 17:32,17,Friday,113.4,3.4,110.0,Low,0,High
4079,Croissants,bakery,veg,frozen,27.7,Jaipur,2026-05-03 11:28,11,Sunday,600.8,675.5,0.0,High,1,High
4080,Whey Protein Shake,dairy,veg,refrigerated,15.0,Mumbai,2026-03-05 09:10,9,Thursday,20.1,19.2,0.9,High,0,High
4081,Naan Bread,bakery,veg,room-temperature,39.0,Chennai,2026-09-19 08:16,8,Saturday,49.5,57.0,0.0,High,1,High
4082,Poha Mix,packaged-food,veg,room-temperature,25.5,New Delhi,2026-09-07 07:54,7,Monday,689.3,459.0,230.3,Medium,0,Medium
4083,Fruit Juice Cartons,beverages,non-veg,room-temperature,8.9,Bangalore,2026-04-22 10:25,10,Wednesday,120.0,167.7,0.0,High,1,Medium
4084,Cupcakes,bakery,veg,room-temperature,5.1,Chennai,2026-09-11 15:03,15,Friday,49.9,55.3,0.0,High,1,High
4085,Upma Mix,packaged-food,veg,room-temperature,28.3,Noida,2026-09-11 17:10,17,Friday,687.6,1001.0,0.0,High,1,Medium
4086,Upma Mix,packaged-food,non-veg,room-temperature,41.2,Chennai,2026-09-23 11:17,11,Wednesday,468.5,75.6,392.9,Low,0,Medium
4087,Pickle Jar,packaged-food,veg,frozen,25.4,Pune,2026-10-19 09:10,9,Monday,8129.9,9860.4,0.0,High,1,Medium
4088,Chicken Curry,cooked-meals,non-veg,refrigerated,4.4,Bangalore,2026-11-05 18:20,18,Thursday,10.0,7.2,2.8,High,0,High
4089,Namkeen Mix,packaged-food,veg,room-temperature,38.1,Chandigarh,2026-04-09 22:04,22,Thursday,760.3,508.6,251.7,Medium,0,Medium
4090,Croissants,bakery,veg,refrigerated,16.5,Kochi,2026-07-16 20:39,20,Thursday,155.8,98.9,56.9,Medium,0,High
4091,Cauliflower,fruits-vegetables,veg,room-temperature,6.6,New Delhi,2026-01-11 19:50,19,Sunday,74.7,19.2,55.5,Low,0,Medium
4092,Condensed Milk,dairy,veg,refrigerated,11.6,Kolkata,2026-08-26 07:00,7,Wednesday,20.5,3.7,16.8,Low,0,High
4093,Lassi,dairy,veg,refrigerated,3.7,Indore,2026-11-11 17:21,17,Wednesday,20.9,6.8,14.1,Low,0,High
4094,Green Beans,fruits-vegetables,veg,frozen,18.0,Bangalore,2026-10-22 20:43,20,Thursday,923.3,981.8,0.0,High,1,Medium
4095,Oranges,fruits-vegetables,veg,room-temperature,15.6,Kolkata,2026-09-21 17:30,17,Monday,70.1,20.4,49.7,Low,0,Medium
4096,Cream,dairy,veg,refrigerated,2.9,Ahmedabad,2026-12-03 06:20,6,Thursday,20.9,18.9,2.0,High,0,High
4097,Cottage Cheese,dairy,veg,refrigerated,12.3,Pune,2026-02-28 15:36,15,Saturday,19.4,19.2,0.2,High,0,High
4098,Kombucha,beverages,non-veg,room-temperature,13.4,New Delhi,2026-12-09 10:17,10,Wednesday,109.7,158.9,0.0,High,1,Medium
4099,Iced Tea,beverages,non-veg,refrigerated,18.9,Kochi,2026-02-08 19:28,19,Sunday,395.7,548.1,0.0,High,1,Medium
4100,Papaya,fruits-vegetables,veg,refrigerated,4.9,Bangalore,2026-12-12 09:34,9,Saturday,233.0,122.2,110.8,Medium,0,Medium
4101,Rice & Dal,cooked-meals,veg,frozen,12.0,Kolkata,2026-03-08 23:30,23,Sunday,49.0,42.6,6.4,High,0,High
4102,Sparkling Water,beverages,non-veg,refrigerated,19.1,Pune,2026-02-09 15:51,15,Monday,406.8,444.3,0.0,High,1,Medium
4103,Paneer Butter Masala,cooked-meals,veg,refrigerated,7.4,Bangalore,2026-01-01 18:00,18,Thursday,14.1,8.3,5.8,Medium,0,High
4104,Cauliflower,fruits-vegetables,veg,refrigerated,30.0,Indore,2026-07-22 12:29,12,Wednesday,238.9,69.0,169.9,Low,0,Medium
4105,Orange Juice,beverages,non-veg,refrigerated,3.5,Jaipur,2026-01-31 12:27,12,Saturday,398.2,193.8,204.4,Medium,0,Medium
4106,Iced Tea,beverages,veg,room-temperature,3.0,Gurgaon,2026-06-02 20:27,20,Tuesday,172.4,181.7,0.0,High,1,Medium
4107,Orange Juice,beverages,veg,refrigerated,17.1,Hyderabad,2026-07-12 21:21,21,Sunday,631.8,805.3,0.0,High,1,Medium
4108,White Bread,bakery,veg,refrigerated,10.8,Noida,2026-11-02 00:31,0,Monday,155.9,123.5,32.4,High,0,High
4109,Onions,fruits-vegetables,veg,frozen,28.7,New Delhi,2026-07-13 09:55,9,Monday,918.0,659.6,258.4,High,0,Medium
4110,Khichdi,cooked-meals,veg,frozen,3.3,New Delhi,2026-08-10 19:29,19,Monday,48.6,24.2,24.4,Medium,0,High
4111,Chicken Curry,cooked-meals,non-veg,frozen,16.7,Pune,2026-12-15 13:38,13,Tuesday,33.9,34.3,0.0,High,1,High
4112,Granola Mix,packaged-food,non-veg,room-temperature,46.9,Ahmedabad,2026-07-18 17:35,17,Saturday,504.0,205.0,299.0,Medium,0,Medium
4113,Roti & Sabzi,cooked-meals,non-veg,frozen,7.0,Jaipur,2026-09-20 17:31,17,Sunday,31.3,24.3,7.0,High,0,High
4114,Broccoli,fruits-vegetables,veg,room-temperature,17.6,Noida,2026-11-15 12:33,12,Sunday,67.3,39.5,27.8,Medium,0,Medium
4115,Banana Bread,bakery,non-veg,room-temperature,37.9,New Delhi,2026-04-30 02:49,2,Thursday,34.1,29.1,5.0,High,0,High
4116,Flavoured Yogurt,dairy,veg,refrigerated,6.0,Kochi,2026-03-01 19:12,19,Sunday,20.5,23.4,0.0,High,1,High
4117,Grapes,fruits-vegetables,veg,room-temperature,5.1,Noida,2026-06-17 12:48,12,Wednesday,76.8,60.1,16.7,High,0,Medium
4118,Palak Paneer,cooked-meals,non-veg,room-temperature,23.8,Chandigarh,2026-07-27 11:38,11,Monday,2.8,3.5,0.0,High,1,High
4119,Sambar Rice,cooked-meals,veg,refrigerated,3.3,Chandigarh,2026-05-23 17:10,17,Saturday,13.2,16.0,0.0,High,1,High
4120,Fish Fry,cooked-meals,non-veg,refrigerated,24.6,Indore,2026-02-13 19:07,19,Friday,10.1,9.9,0.2,High,0,High
4121,Cheese Slices,dairy,veg,refrigerated,12.3,Ahmedabad,2026-01-12 06:57,6,Monday,20.3,18.1,2.2,High,0,High
4122,Protein Shake,beverages,non-veg,frozen,6.7,Mumbai,2026-06-27 17:34,17,Saturday,1417.0,698.5,718.5,Medium,0,Medium
4123,Toast,bakery,non-veg,refrigerated,24.6,Chandigarh,2026-02-17 23:45,23,Tuesday,121.3,177.8,0.0,High,1,High
4124,Smoothies,beverages,non-veg,frozen,12.7,Pune,2026-01-11 16:54,16,Sunday,1501.6,2156.0,0.0,High,1,Medium
4125,Papaya,fruits-vegetables,veg,refrigerated,12.9,Pune,2026-02-11 13:40,13,Wednesday,263.8,344.7,0.0,High,1,Medium
4126,Mutton Rogan Josh,cooked-meals,non-veg,frozen,8.4,Ahmedabad,2026-01-02 12:55,12,Friday,34.5,2.6,31.9,Low,0,High
4127,Mishti Doi,dairy,veg,refrigerated,15.0,Ahmedabad,2026-01-06 11:41,11,Tuesday,21.6,15.7,5.9,High,0,High
4128,Milkshake Bottles,beverages,non-veg,room-temperature,7.1,Hyderabad,2026-01-04 06:03,6,Sunday,126.0,15.8,110.2,Low,0,Medium
4129,Flour Bag,packaged-food,veg,room-temperature,30.1,Chandigarh,2026-08-11 10:09,10,Tuesday,696.5,324.0,372.5,Medium,0,Medium
4130,Cabbage,fruits-vegetables,veg,room-temperature,22.5,Kochi,2026-10-29 22:22,22,Thursday,66.3,50.3,16.0,High,0,Medium
4131,Paneer,dairy,veg,room-temperature,13.1,Indore,2026-07-26 10:16,10,Sunday,5.8,5.4,0.4,High,0,High
4132,Banana Bread,bakery,veg,refrigerated,6.9,Chandigarh,2026-06-17 15:54,15,Wednesday,160.4,39.8,120.6,Low,0,High
4133,Toast,bakery,veg,refrigerated,11.9,Bangalore,2026-05-23 11:50,11,Saturday,172.4,23.6,148.8,Low,0,High
4134,Chicken Curry,cooked-meals,veg,refrigerated,13.0,Chandigarh,2026-11-05 11:06,11,Thursday,14.3,20.7,0.0,High,1,High
4135,Fried Rice,cooked-meals,non-veg,room-temperature,5.6,Jaipur,2026-04-15 13:00,13,Wednesday,2.8,3.2,0.0,High,1,High
4136,Muffins,bakery,veg,room-temperature,33.6,Hyderabad,2026-03-18 17:45,17,Wednesday,44.3,9.8,34.5,Low,0,High
